;t1_buy;t2_buy;t3_buy;t1_prom;t2_prom;t3_prom;p_no_prom_x;p_prom_x;prom;logit_prob
3207;0;0;1;1;1;0;0,375;0,3851418425797517;0;0,02382245241924048
3264;0;0;1;1;1;0;0,375;0,3851418425797517;0;0,02382245241924048
3360;0;0;1;1;1;0;0,375;0,3851418425797517;1;0,8276919704689945
3402;0;0;1;1;1;0;0,375;0,3851418425797517;1;0,8276919704689945
3446;0;0;1;1;1;0;0,375;0,3851418425797517;1;0,8276919704689945
3491;0;0;1;1;1;0;0,375;0,3851418425797517;1;0,8276919704689945
3578;0;0;1;1;1;0;0,375;0,3851418425797517;0;0,02382245241924048
3604;0;0;1;1;1;0;0,375;0,3851418425797517;0;0,02382245241924048
3634;0;0;1;1;1;0;0,375;0,3851418425797517;1;0,8276919704689945
3734;0;0;1;1;1;0;0,375;0,3851418425797517;0;0,02382245241924048
3756;0;0;1;1;1;0;0,375;0,3851418425797517;0;0,02382245241924048
3790;0;0;1;1;1;0;0,375;0,3851418425797517;1;0,8276919704689945
3907;0;0;1;1;1;0;0,375;0,3851418425797517;0;0,02382245241924048
3925;0;0;1;1;1;0;0,375;0,3851418425797517;1;0,8276919704689945
3928;0;0;1;1;1;0;0,375;0,3851418425797517;1;0,8276919704689945
4076;0;0;1;1;1;0;0,375;0,3851418425797517;0;0,02382245241924048
4083;0;0;1;1;1;0;0,375;0,3851418425797517;0;0,02382245241924048
4089;0;0;1;1;1;0;0,375;0,3851418425797517;1;0,8276919704689945
4145;0;0;1;1;1;0;0,375;0,3851418425797517;1;0,8276919704689945
4255;0;0;1;1;1;0;0,375;0,3851418425797517;0;0,02382245241924048
4321;0;0;1;1;1;0;0,375;0,3851418425797517;1;0,8276919704689945
4325;0;0;1;1;1;0;0,375;0,3851418425797517;1;0,8276919704689945
4386;0;0;1;1;1;0;0,375;0,3851418425797517;1;0,8276919704689945
4466;0;0;1;1;1;0;0,375;0,3851418425797517;1;0,8276919704689945
4480;0;0;1;1;1;0;0,375;0,3851418425797517;0;0,02382245241924048
4600;0;0;1;1;1;0;0,375;0,3851418425797517;0;0,02382245241924048
4949;0;0;1;1;1;0;0,375;0,3851418425797517;0;0,02382245241924048
4960;0;0;1;1;1;0;0,375;0,3851418425797517;1;0,8276919704689945
4999;0;0;1;1;1;0;0,375;0,3851418425797517;0;0,02382245241924048
5225;0;0;1;1;1;0;0,375;0,3851418425797517;1;0,8276919704689945
5237;0;0;1;1;1;0;0,375;0,3851418425797517;0;0,02382245241924048
5274;0;0;1;1;1;0;0,375;0,3851418425797517;1;0,8276919704689945
5305;0;0;1;1;1;0;0,375;0,3851418425797517;0;0,02382245241924048
5318;0;0;1;1;1;0;0,375;0,3851418425797517;1;0,8276919704689945
5374;0;0;1;1;1;0;0,375;0,3851418425797517;0;0,02382245241924048
5396;0;0;1;1;1;0;0,375;0,3851418425797517;0;0,02382245241924048
5464;0;0;1;1;1;0;0,375;0,3851418425797517;0;0,02382245241924048
5465;0;0;1;1;1;0;0,375;0,3851418425797517;1;0,8276919704689945
5508;0;0;1;1;1;0;0,375;0,3851418425797517;1;0,8276919704689945
5565;0;0;1;1;1;0;0,375;0,3851418425797517;1;0,8276919704689945
5572;0;0;1;1;1;0;0,375;0,3851418425797517;1;0,8276919704689945
5737;0;0;1;1;1;0;0,375;0,3851418425797517;0;0,02382245241924048
5769;0;0;1;1;1;0;0,375;0,3851418425797517;0;0,02382245241924048
5777;0;0;1;1;1;0;0,375;0,3851418425797517;1;0,8276919704689945
5830;0;0;1;1;1;0;0,375;0,3851418425797517;1;0,8276919704689945
5930;0;0;1;1;1;0;0,375;0,3851418425797517;1;0,8276919704689945
5950;0;0;1;1;1;0;0,375;0,3851418425797517;0;0,02382245241924048
6049;0;0;1;1;1;0;0,375;0,3851418425797517;1;0,8276919704689945
6206;0;0;1;1;1;0;0,375;0,3851418425797517;0;0,02382245241924048
6240;0;0;1;1;1;0;0,375;0,3851418425797517;1;0,8276919704689945
6332;0;0;1;1;1;0;0,375;0,3851418425797517;0;0,02382245241924048
6343;0;0;1;1;1;0;0,375;0,3851418425797517;1;0,8276919704689945
6363;0;0;1;1;1;0;0,375;0,3851418425797517;0;0,02382245241924048
6409;0;0;1;1;1;0;0,375;0,3851418425797517;0;0,02382245241924048
6477;0;0;1;1;1;0;0,375;0,3851418425797517;0;0,02382245241924048
6503;0;0;1;1;1;0;0,375;0,3851418425797517;1;0,8276919704689945
6575;0;0;1;1;1;0;0,375;0,3851418425797517;0;0,02382245241924048
6619;0;0;1;1;1;0;0,375;0,3851418425797517;1;0,8276919704689945
6621;0;0;1;1;1;0;0,375;0,3851418425797517;1;0,8276919704689945
6705;0;0;1;1;1;0;0,375;0,3851418425797517;0;0,02382245241924048
6772;0;0;1;1;1;0;0,375;0,3851418425797517;0;0,02382245241924048
6858;0;0;1;1;1;0;0,375;0,3851418425797517;0;0,02382245241924048
6903;0;0;1;1;1;0;0,375;0,3851418425797517;0;0,02382245241924048
6969;0;0;1;1;1;0;0,375;0,3851418425797517;0;0,02382245241924048
7031;0;0;1;1;1;0;0,375;0,3851418425797517;0;0,02382245241924048
7182;0;0;1;1;1;0;0,375;0,3851418425797517;0;0,02382245241924048
7217;0;0;1;1;1;0;0,375;0,3851418425797517;0;0,02382245241924048
7380;0;0;1;1;1;0;0,375;0,3851418425797517;0;0,02382245241924048
7623;0;0;1;1;1;0;0,375;0,3851418425797517;1;0,8276919704689945
7693;0;0;1;1;1;0;0,375;0,3851418425797517;0;0,02382245241924048
7817;0;0;1;1;1;0;0,375;0,3851418425797517;0;0,02382245241924048
7841;0;0;1;1;1;0;0,375;0,3851418425797517;0;0,02382245241924048
7934;0;0;1;1;1;0;0,375;0,3851418425797517;1;0,8276919704689945
7937;0;0;1;1;1;0;0,375;0,3851418425797517;1;0,8276919704689945
8046;0;0;1;1;1;0;0,375;0,3851418425797517;0;0,02382245241924048
8199;0;0;1;1;1;0;0,375;0,3851418425797517;1;0,8276919704689945
8213;0;0;1;1;1;0;0,375;0,3851418425797517;0;0,02382245241924048
8272;0;0;1;1;1;0;0,375;0,3851418425797517;0;0,02382245241924048
8283;0;0;1;1;1;0;0,375;0,3851418425797517;1;0,8276919704689945
8321;0;0;1;1;1;0;0,375;0,3851418425797517;1;0,8276919704689945
8330;0;0;1;1;1;0;0,375;0,3851418425797517;1;0,8276919704689945
8342;0;0;1;1;1;0;0,375;0,3851418425797517;0;0,02382245241924048
8480;0;0;1;1;1;0;0,375;0,3851418425797517;1;0,8276919704689945
8507;0;0;1;1;1;0;0,375;0,3851418425797517;0;0,02382245241924048
8554;0;0;1;1;1;0;0,375;0,3851418425797517;1;0,8276919704689945
8652;0;0;1;1;1;0;0,375;0,3851418425797517;1;0,8276919704689945
8784;0;0;1;1;1;0;0,375;0,3851418425797517;1;0,8276919704689945
8822;0;0;1;1;1;0;0,375;0,3851418425797517;0;0,02382245241924048
8884;0;0;1;1;1;0;0,375;0,3851418425797517;1;0,8276919704689945
8910;0;0;1;1;1;0;0,375;0,3851418425797517;0;0,02382245241924048
8953;0;0;1;1;1;0;0,375;0,3851418425797517;0;0,02382245241924048
9027;0;0;1;1;1;0;0,375;0,3851418425797517;1;0,8276919704689945
9054;0;0;1;1;1;0;0,375;0,3851418425797517;1;0,8276919704689945
9159;0;0;1;1;1;0;0,375;0,3851418425797517;0;0,02382245241924048
9162;0;0;1;1;1;0;0,375;0,3851418425797517;0;0,02382245241924048
9239;0;0;1;1;1;0;0,375;0,3851418425797517;0;0,02382245241924048
9255;0;0;1;1;1;0;0,375;0,3851418425797517;0;0,02382245241924048
9433;0;0;1;1;1;0;0,375;0,3851418425797517;0;0,02382245241924048
9492;0;0;1;1;1;0;0,375;0,3851418425797517;1;0,8276919704689945
9627;0;0;1;1;1;0;0,375;0,3851418425797517;1;0,8276919704689945
9679;0;0;1;1;1;0;0,375;0,3851418425797517;1;0,8276919704689945
9728;0;0;1;1;1;0;0,375;0,3851418425797517;1;0,8276919704689945
9738;0;0;1;1;1;0;0,375;0,3851418425797517;1;0,8276919704689945
9741;0;0;1;1;1;0;0,375;0,3851418425797517;0;0,02382245241924048
9750;0;0;1;1;1;0;0,375;0,3851418425797517;0;0,02382245241924048
9802;0;0;1;1;1;0;0,375;0,3851418425797517;1;0,8276919704689945
9937;0;0;1;1;1;0;0,375;0,3851418425797517;0;0,02382245241924048
79;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
104;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
466;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
481;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
523;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
587;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
594;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
599;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
616;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
626;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
737;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
765;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
824;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
825;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
1085;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
1160;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
1220;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
1267;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
1271;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
1381;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
1426;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
1457;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
1646;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
1721;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
1892;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
2011;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
2032;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
2074;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
2482;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
2545;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
2570;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
2577;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
2587;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
2608;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
2734;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
2851;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
2884;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
3126;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
3175;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
3198;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
3308;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
3390;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
3506;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
3553;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
3696;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
3748;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
3829;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
4060;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
4140;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
4156;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
4231;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
4277;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
4365;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
4376;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
4438;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
4492;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
4507;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
4581;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
4675;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
4712;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
4738;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
4797;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
4873;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
4943;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
5154;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
5251;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
5311;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
5375;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
5383;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
5466;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
5478;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
5506;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
5529;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
5608;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
5875;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
5961;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
6007;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
6011;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
6023;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
6040;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
6201;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
6203;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
6299;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
6396;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
6402;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
6403;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
6635;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
6647;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
6701;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
6730;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
6796;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
6805;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
6920;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
7023;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
7051;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
7079;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
7122;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
7222;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
7276;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
7467;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
7487;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
7502;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
7525;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
7598;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
7631;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
7668;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
7773;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
7837;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
7863;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
7921;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
7924;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
7950;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
8170;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
8326;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
8337;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
8340;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
8482;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
8606;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
8609;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
8639;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
8641;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
8719;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
8761;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
8808;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
8812;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
8882;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
8898;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
8942;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
8958;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
9115;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
9238;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
9418;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
9426;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
9442;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
9540;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
9587;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
9603;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
9629;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
9632;0;0;1;1;1;1;0,425;0,5019993618257215;1;0,13621005565644034
9874;0;0;1;1;1;1;0,425;0,5019993618257215;0;0,163378791044332
4;0;1;0;0;0;0;0,25;0,279313802708412;0;0,8455791986434028
75;0;1;0;0;0;0;0,25;0,279313802708412;0;0,8455791986434028
183;0;1;0;0;0;0;0,25;0,279313802708412;1;0,7056987626451642
214;0;1;0;0;0;0;0,25;0,279313802708412;0;0,8455791986434028
259;0;1;0;0;0;0;0,25;0,279313802708412;1;0,7056987626451642
268;0;1;0;0;0;0;0,25;0,279313802708412;1;0,7056987626451642
312;0;1;0;0;0;0;0,25;0,279313802708412;1;0,7056987626451642
354;0;1;0;0;0;0;0,25;0,279313802708412;1;0,7056987626451642
380;0;1;0;0;0;0;0,25;0,279313802708412;0;0,8455791986434028
434;0;1;0;0;0;0;0,25;0,279313802708412;1;0,7056987626451642
485;0;1;0;0;0;0;0,25;0,279313802708412;0;0,8455791986434028
559;0;1;0;0;0;0;0,25;0,279313802708412;0;0,8455791986434028
578;0;1;0;0;0;0;0,25;0,279313802708412;0;0,8455791986434028
591;0;1;0;0;0;0;0,25;0,279313802708412;0;0,8455791986434028
598;0;1;0;0;0;0;0,25;0,279313802708412;1;0,7056987626451642
609;0;1;0;0;0;0;0,25;0,279313802708412;1;0,7056987626451642
827;0;1;0;0;0;0;0,25;0,279313802708412;1;0,7056987626451642
851;0;1;0;0;0;0;0,25;0,279313802708412;0;0,8455791986434028
857;0;1;0;0;0;0;0,25;0,279313802708412;0;0,8455791986434028
977;0;1;0;0;0;0;0,25;0,279313802708412;0;0,8455791986434028
1046;0;1;0;0;0;0;0,25;0,279313802708412;0;0,8455791986434028
1183;0;1;0;0;0;0;0,25;0,279313802708412;1;0,7056987626451642
1346;0;1;0;0;0;0;0,25;0,279313802708412;1;0,7056987626451642
1403;0;1;0;0;0;0;0,25;0,279313802708412;1;0,7056987626451642
1442;0;1;0;0;0;0;0,25;0,279313802708412;1;0,7056987626451642
1559;0;1;0;0;0;0;0,25;0,279313802708412;1;0,7056987626451642
1573;0;1;0;0;0;0;0,25;0,279313802708412;0;0,8455791986434028
1630;0;1;0;0;0;0;0,25;0,279313802708412;1;0,7056987626451642
1634;0;1;0;0;0;0;0,25;0,279313802708412;1;0,7056987626451642
1749;0;1;0;0;0;0;0,25;0,279313802708412;1;0,7056987626451642
1760;0;1;0;0;0;0;0,25;0,279313802708412;1;0,7056987626451642
1797;0;1;0;0;0;0;0,25;0,279313802708412;1;0,7056987626451642
1833;0;1;0;0;0;0;0,25;0,279313802708412;0;0,8455791986434028
1914;0;1;0;0;0;0;0,25;0,279313802708412;1;0,7056987626451642
1940;0;1;0;0;0;0;0,25;0,279313802708412;0;0,8455791986434028
2001;0;1;0;0;0;0;0,25;0,279313802708412;0;0,8455791986434028
2012;0;1;0;0;0;0;0,25;0,279313802708412;0;0,8455791986434028
2059;0;1;0;0;0;0;0,25;0,279313802708412;1;0,7056987626451642
2062;0;1;0;0;0;0;0,25;0,279313802708412;0;0,8455791986434028
2146;0;1;0;0;0;0;0,25;0,279313802708412;1;0,7056987626451642
2381;0;1;0;0;0;0;0,25;0,279313802708412;1;0,7056987626451642
2416;0;1;0;0;0;0;0,25;0,279313802708412;0;0,8455791986434028
2654;0;1;0;0;0;0;0,25;0,279313802708412;0;0,8455791986434028
2718;0;1;0;0;0;0;0,25;0,279313802708412;1;0,7056987626451642
2783;0;1;0;0;0;0;0,25;0,279313802708412;1;0,7056987626451642
2806;0;1;0;0;0;0;0,25;0,279313802708412;0;0,8455791986434028
2816;0;1;0;0;0;0;0,25;0,279313802708412;0;0,8455791986434028
2840;0;1;0;0;0;0;0,25;0,279313802708412;1;0,7056987626451642
2856;0;1;0;0;0;0;0,25;0,279313802708412;1;0,7056987626451642
2898;0;1;0;0;0;0;0,25;0,279313802708412;1;0,7056987626451642
2942;0;1;0;0;0;0;0,25;0,279313802708412;0;0,8455791986434028
2960;0;1;0;0;0;0;0,25;0,279313802708412;1;0,7056987626451642
3014;0;1;0;0;0;0;0,25;0,279313802708412;1;0,7056987626451642
3105;0;1;0;0;0;0;0,25;0,279313802708412;1;0,7056987626451642
3169;0;1;0;0;0;0;0,25;0,279313802708412;0;0,8455791986434028
3225;0;1;0;0;0;0;0,25;0,279313802708412;1;0,7056987626451642
3332;0;1;0;0;0;0;0,25;0,279313802708412;0;0,8455791986434028
3433;0;1;0;0;0;0;0,25;0,279313802708412;0;0,8455791986434028
3439;0;1;0;0;0;0;0,25;0,279313802708412;0;0,8455791986434028
3573;0;1;0;0;0;0;0,25;0,279313802708412;1;0,7056987626451642
3724;0;1;0;0;0;0;0,25;0,279313802708412;0;0,8455791986434028
3859;0;1;0;0;0;0;0,25;0,279313802708412;1;0,7056987626451642
3879;0;1;0;0;0;0;0,25;0,279313802708412;1;0,7056987626451642
3948;0;1;0;0;0;0;0,25;0,279313802708412;1;0,7056987626451642
4086;0;1;0;0;0;0;0,25;0,279313802708412;0;0,8455791986434028
4131;0;1;0;0;0;0;0,25;0,279313802708412;0;0,8455791986434028
4138;0;1;0;0;0;0;0,25;0,279313802708412;0;0,8455791986434028
4264;0;1;0;0;0;0;0,25;0,279313802708412;0;0,8455791986434028
4346;0;1;0;0;0;0;0,25;0,279313802708412;0;0,8455791986434028
4377;0;1;0;0;0;0;0,25;0,279313802708412;1;0,7056987626451642
4431;0;1;0;0;0;0;0,25;0,279313802708412;0;0,8455791986434028
4504;0;1;0;0;0;0;0,25;0,279313802708412;0;0,8455791986434028
4505;0;1;0;0;0;0;0,25;0,279313802708412;1;0,7056987626451642
4531;0;1;0;0;0;0;0,25;0,279313802708412;1;0,7056987626451642
4646;0;1;0;0;0;0;0,25;0,279313802708412;1;0,7056987626451642
4695;0;1;0;0;0;0;0,25;0,279313802708412;1;0,7056987626451642
4875;0;1;0;0;0;0;0,25;0,279313802708412;0;0,8455791986434028
4979;0;1;0;0;0;0;0,25;0,279313802708412;0;0,8455791986434028
5031;0;1;0;0;0;0;0,25;0,279313802708412;1;0,7056987626451642
5089;0;1;0;0;0;0;0,25;0,279313802708412;0;0,8455791986434028
5102;0;1;0;0;0;0;0,25;0,279313802708412;0;0,8455791986434028
5173;0;1;0;0;0;0;0,25;0,279313802708412;0;0,8455791986434028
5204;0;1;0;0;0;0;0,25;0,279313802708412;1;0,7056987626451642
5241;0;1;0;0;0;0;0,25;0,279313802708412;0;0,8455791986434028
5263;0;1;0;0;0;0;0,25;0,279313802708412;0;0,8455791986434028
5295;0;1;0;0;0;0;0,25;0,279313802708412;0;0,8455791986434028
5446;0;1;0;0;0;0;0,25;0,279313802708412;1;0,7056987626451642
5530;0;1;0;0;0;0;0,25;0,279313802708412;1;0,7056987626451642
5537;0;1;0;0;0;0;0,25;0,279313802708412;0;0,8455791986434028
5559;0;1;0;0;0;0;0,25;0,279313802708412;0;0,8455791986434028
5747;0;1;0;0;0;0;0,25;0,279313802708412;0;0,8455791986434028
5900;0;1;0;0;0;0;0,25;0,279313802708412;0;0,8455791986434028
5913;0;1;0;0;0;0;0,25;0,279313802708412;1;0,7056987626451642
6059;0;1;0;0;0;0;0,25;0,279313802708412;1;0,7056987626451642
6110;0;1;0;0;0;0;0,25;0,279313802708412;0;0,8455791986434028
6215;0;1;0;0;0;0;0,25;0,279313802708412;1;0,7056987626451642
6251;0;1;0;0;0;0;0,25;0,279313802708412;1;0,7056987626451642
6262;0;1;0;0;0;0;0,25;0,279313802708412;0;0,8455791986434028
6348;0;1;0;0;0;0;0,25;0,279313802708412;1;0,7056987626451642
6375;0;1;0;0;0;0;0,25;0,279313802708412;0;0,8455791986434028
6476;0;1;0;0;0;0;0,25;0,279313802708412;0;0,8455791986434028
6512;0;1;0;0;0;0;0,25;0,279313802708412;1;0,7056987626451642
6607;0;1;0;0;0;0;0,25;0,279313802708412;0;0,8455791986434028
6709;0;1;0;0;0;0;0,25;0,279313802708412;0;0,8455791986434028
6836;0;1;0;0;0;0;0,25;0,279313802708412;1;0,7056987626451642
6899;0;1;0;0;0;0;0,25;0,279313802708412;0;0,8455791986434028
6908;0;1;0;0;0;0;0,25;0,279313802708412;0;0,8455791986434028
6912;0;1;0;0;0;0;0,25;0,279313802708412;0;0,8455791986434028
7048;0;1;0;0;0;0;0,25;0,279313802708412;0;0,8455791986434028
7061;0;1;0;0;0;0;0,25;0,279313802708412;0;0,8455791986434028
7101;0;1;0;0;0;0;0,25;0,279313802708412;1;0,7056987626451642
7161;0;1;0;0;0;0;0,25;0,279313802708412;0;0,8455791986434028
7169;0;1;0;0;0;0;0,25;0,279313802708412;1;0,7056987626451642
7191;0;1;0;0;0;0;0,25;0,279313802708412;1;0,7056987626451642
7218;0;1;0;0;0;0;0,25;0,279313802708412;0;0,8455791986434028
7256;0;1;0;0;0;0;0,25;0,279313802708412;1;0,7056987626451642
