;models;proms_sent;buys;orders_sum;profit;exp_profit;period;run;min_proms;max_proms
0;no_buyers;600;463;38737,9;14601,9;13481,1;11;1;600;600
0;no_buyers;600;437;36029,7;13481,8;13919,4;12;1;600;600
0;random_choice;600;376;30111,2;11071,6;11321,6;1;1;600;600
0;random_choice;600;368;30490,0;11333,0;11625,6;2;1;600;600
0;random_choice;600;378;32900,7;12448,4;12776,6;3;1;600;600
0;random_choice;600;428;37083,2;14089,6;13698,4;4;1;600;600
0;random_choice;600;386;33467,2;12659,6;13485,2;5;1;600;600
0;random_choice;600;403;34729,8;13137,9;13286,8;6;1;600;600
0;random_choice;600;420;36255,6;13747,8;13360,7;7;1;600;600
0;random_choice;600;411;33810,7;12606,4;12730,2;8;1;600;600
0;random_choice;600;403;34098,3;12822,2;13344,2;9;1;600;600
0;random_choice;600;429;37430,0;14254,0;13813,2;10;1;600;600
0;random_choice;600;405;34564,3;13037,2;13212,8;11;1;600;600
0;random_choice;600;414;34966,1;13157,1;13460,9;12;1;600;600
0;c_balanced;500;423;33659,6;12522,8;12011,2;1;1;700;700
0;c_balanced;500;405;32334,0;12022,0;12011,2;2;1;700;700
0;c_balanced;500;416;33415,6;12463,8;12011,2;3;1;700;700
0;c_balanced;500;420;33454,2;12447,1;12011,2;4;1;700;700
0;c_balanced;500;382;30162,1;11143,0;12011,2;5;1;700;700
0;c_balanced;500;401;32548,7;12165,4;12011,2;6;1;700;700
0;c_balanced;500;402;31526,3;11645,2;12011,2;7;1;700;700
0;c_balanced;500;402;32276,0;12020,0;12011,2;8;1;700;700
0;c_balanced;500;422;33765,6;12584,8;12011,2;9;1;700;700
0;c_balanced;500;399;32029,1;11923,6;12011,2;10;1;700;700
0;c_balanced;500;414;32908,8;12228,4;12011,2;11;1;700;700
0;c_balanced;500;438;34921,0;13018,5;12011,2;12;1;700;700
0;c_umkippheuristik;700;357;30044,6;11109,3;11728,1;1;1;700;700
0;c_umkippheuristik;700;380;34954,9;13357,5;13840,9;2;1;700;700
0;c_umkippheuristik;700;432;46219,2;18521,6;18857,1;3;1;700;700
0;c_umkippheuristik;700;483;50589,8;20247,9;19597,6;4;1;700;700
0;c_umkippheuristik;700;486;50518,9;20185,4;19922,2;5;1;700;700
0;c_umkippheuristik;700;495;51388,4;20539,2;20885,2;6;1;700;700
0;c_umkippheuristik;700;493;50126,2;19926,1;20554,6;7;1;700;700
0;c_umkippheuristik;700;528;53624,7;21360,3;20728,0;8;1;700;700
0;c_umkippheuristik;700;541;53724,8;21293,4;20530,2;9;1;700;700
0;c_umkippheuristik;700;497;49471,1;19562,5;20682,3;10;1;700;700
0;c_umkippheuristik;700;540;54917,8;21898,9;21549,7;11;1;700;700
0;c_umkippheuristik;700;509;50765,1;20101,6;20808,3;12;1;700;700
0;q_value_diff_c1;700;376;31495,2;11663,6;11708,4;1;1;700;700
0;q_value_diff_c1;700;368;33973,0;12974,5;13400,1;2;1;700;700
0;q_value_diff_c1;700;454;46835,6;18631,8;17905,8;3;1;700;700
0;q_value_diff_c1;700;481;52151,3;21046,6;21654,7;4;1;700;700
0;q_value_diff_c1;700;511;54257,7;21829,8;21250,4;5;1;700;700
0;q_value_diff_c1;700;501;52078,8;20830,4;21347,8;6;1;700;700
0;q_value_diff_c1;700;544;56090,7;22449,3;21733,6;7;1;700;700
0;q_value_diff_c1;700;523;53152,7;21169,4;21007,0;8;1;700;700
0;q_value_diff_c1;700;527;52763,2;20938,6;21440,4;9;1;700;700
0;q_value_diff_c1;700;542;53695,3;21269,6;21495,6;10;1;700;700
0;q_value_diff_c1;700;547;54874,8;21814,4;21098,9;11;1;700;700
0;q_value_diff_c1;700;535;53317,3;21143,6;21370,2;12;1;700;700
0;q_value_diff_c10000;700;375;31419,9;11634,9;11638,0;1;1;700;700
0;q_value_diff_c10000;700;399;38758,4;15088,2;14780,0;2;1;700;700
0;q_value_diff_c10000;700;407;37927,3;14600,7;15000,9;3;1;700;700
0;q_value_diff_c10000;700;493;47862,0;18794,0;17839,4;4;1;700;700
0;q_value_diff_c10000;700;456;44732,6;17562,3;17978,8;5;1;700;700
0;q_value_diff_c10000;700;469;45771,8;17964,9;18146,8;6;1;700;700
0;q_value_diff_c10000;700;498;48155,0;18895,5;18397,2;7;1;700;700
0;q_value_diff_c10000;700;473;44992,1;17539,0;17888,0;8;1;700;700
0;q_value_diff_c10000;700;522;48547,5;18875,8;18359,2;9;1;700;700
0;q_value_diff_c10000;700;505;47205,9;18358,0;18045,7;10;1;700;700
0;q_value_diff_c10000;700;491;46073,2;17917,6;18257,6;11;1;700;700
0;q_value_diff_c10000;700;478;44370,7;17183,3;18167,4;12;1;700;700
0;q_value_diff_c10;700;361;29736,7;10919,4;11708,4;1;1;700;700
0;q_value_diff_c10;700;378;34105,0;12950,5;13148,0;2;1;700;700
0;q_value_diff_c10;700;448;46734,1;18635,1;17966,7;3;1;700;700
0;q_value_diff_c10;700;500;53779,4;21689,7;21444,4;4;1;700;700
0;q_value_diff_c10;700;515;54664,1;21997,0;21463,8;5;1;700;700
0;q_value_diff_c10;700;527;55033,9;22073,9;21568,5;6;1;700;700
0;q_value_diff_c10;700;534;54140,5;21564,3;21417,3;7;1;700;700
0;q_value_diff_c10;700;538;54380,9;21648,4;21392,3;8;1;700;700
0;q_value_diff_c10;700;538;53630,6;21273,3;21352,4;9;1;700;700
0;q_value_diff_c10;700;536;53269,9;21110,9;21516,6;10;1;700;700
0;q_value_diff_c10;700;539;54028,6;21463,3;21525,9;11;1;700;700
0;q_value_diff_c10;700;524;51737,1;20452,5;21257,6;12;1;700;700
0;q_value_diff_c20;700;389;32531,6;12064,8;11708,4;1;1;700;700
0;q_value_diff_c20;700;383;34672,5;13189,3;13359,6;2;1;700;700
0;q_value_diff_c20;700;438;45064,6;17890,3;17955,5;3;1;700;700
0;q_value_diff_c20;700;512;54453,9;21919,0;21926,3;4;1;700;700
0;q_value_diff_c20;700;500;53977,5;21788,8;21542,5;5;1;700;700
0;q_value_diff_c20;700;525;54503,3;21826,6;21630,0;6;1;700;700
0;q_value_diff_c20;700;529;54405,5;21741,7;21784,0;7;1;700;700
0;q_value_diff_c20;700;496;50307,0;19989,5;21612,3;8;1;700;700
0;q_value_diff_c20;700;533;54413,0;21709,5;21981,2;9;1;700;700
0;q_value_diff_c20;700;508;51887,8;20671,9;21565,9;10;1;700;700
0;q_value_diff_c20;700;516;53004,7;21158,3;21684,8;11;1;700;700
0;q_value_diff_c20;700;528;54158,5;21627,3;21699,3;12;1;700;700
0;q_value_diff_c30;700;382;31927,9;11825,9;11638,0;1;1;700;700
0;q_value_diff_c30;700;379;37354,5;14566,3;15055,6;2;1;700;700
0;q_value_diff_c30;700;392;36716,3;14130,1;15007,2;3;1;700;700
0;q_value_diff_c30;700;446;43828,7;17200,3;18159,7;4;1;700;700
0;q_value_diff_c30;700;449;44949,0;17733,5;18009,6;5;1;700;700
0;q_value_diff_c30;700;470;45377,2;17758,6;18021,0;6;1;700;700
0;q_value_diff_c30;700;499;48355,8;18986,9;18244,7;7;1;700;700
0;q_value_diff_c30;700;479;46859,7;18418,8;18035,4;8;1;700;700
0;q_value_diff_c30;700;486;45814,1;17833,0;18224,1;9;1;700;700
0;q_value_diff_c30;700;509;47626,2;18532,1;18349,2;10;1;700;700
0;q_value_diff_c30;700;498;47532,7;18584,3;18082,9;11;1;700;700
0;q_value_diff_c30;700;504;47659,2;18593,6;18215,5;12;1;700;700
0;q_value_diff_c40;700;355;29293,7;10751,9;11638,0;1;1;700;700
0;q_value_diff_c40;700;406;39711,6;15501,8;14979,5;2;1;700;700
0;q_value_diff_c40;700;414;40109,4;15628,7;15309,1;3;1;700;700
0;q_value_diff_c40;700;479;47422,7;18700,3;18148,2;4;1;700;700
0;q_value_diff_c40;700;465;45832,9;18031,4;17991,4;5;1;700;700
0;q_value_diff_c40;700;487;46327,3;18080,7;18133,1;6;1;700;700
0;q_value_diff_c40;700;502;47809,1;18686,5;18240,6;7;1;700;700
0;q_value_diff_c40;700;493;46788,0;18257,0;18085,2;8;1;700;700
0;q_value_diff_c40;700;488;45315,1;17565,5;18019,4;9;1;700;700
0;q_value_diff_c40;700;500;47984,1;18792,0;18650,5;10;1;700;700
0;q_value_diff_c40;700;514;48771,2;19059,6;18094,5;11;1;700;700
0;q_value_diff_c40;700;523;49136,8;19161,4;18094,1;12;1;700;700
0;q_value_diff_c50;700;376;31365,3;11598,6;11638,0;1;1;700;700
0;q_value_diff_c50;700;400;38445,1;14922,6;14782,2;2;1;700;700
0;q_value_diff_c50;700;402;37885,7;14624,9;15290,2;3;1;700;700
0;q_value_diff_c50;700;486;47861,6;18856,8;18167,7;4;1;700;700
0;q_value_diff_c50;700;474;46631,6;18349,8;17894,3;5;1;700;700
0;q_value_diff_c50;700;461;45377,8;17839,9;18139,8;6;1;700;700
0;q_value_diff_c50;700;480;46749,3;18354,7;18677,4;7;1;700;700
0;q_value_diff_c50;700;468;44638,7;17407,4;18182,0;8;1;700;700
0;q_value_diff_c50;700;480;45810,9;17885,5;18421,6;9;1;700;700
0;q_value_diff_c50;700;466;44644,3;17428,2;18363,1;10;1;700;700
0;q_value_diff_c50;700;491;45759,0;17760,5;17991,4;11;1;700;700
0;q_value_diff_c50;700;500;46981,2;18290,6;18175,2;12;1;700;700
0;linear_problem;700;386;32733,3;12192,7;12168,5;1;1;700;700
0;linear_problem;700;371;32488,5;12205,2;12067,1;2;1;700;700
0;linear_problem;700;414;37243,7;14195,8;14075,7;3;1;700;700
0;linear_problem;700;438;39428,2;15072,1;15641,0;4;1;700;700
0;linear_problem;700;468;40216,5;15196,3;15141,4;5;1;700;700
0;linear_problem;700;470;40682,6;15411,3;15502,2;6;1;700;700
0;linear_problem;700;451;39608,3;15045,2;15675,6;7;1;700;700
0;linear_problem;700;496;42944,1;16308,0;15969,5;8;1;700;700
0;linear_problem;700;477;41764,3;15889,2;15855,2;9;1;700;700
0;linear_problem;700;500;42941,8;16270,9;15361,5;10;1;700;700
0;linear_problem;700;483;40601,2;15253,6;15393,6;11;1;700;700
0;linear_problem;700;468;39877,3;15026,7;15684,4;12;1;700;700
0;highest_prob;700;382;31806,8;11765,4;11770,1;1;1;700;700
0;highest_prob;700;377;34267,6;13040,8;13180,8;2;1;700;700
0;highest_prob;700;414;39954,8;15551,4;15872,5;3;1;700;700
0;highest_prob;700;467;46489,2;18341,6;18652,4;4;1;700;700
0;highest_prob;700;489;48862,8;19330,4;18526,3;5;1;700;700
0;highest_prob;700;477;46778,3;18396,2;18898,1;6;1;700;700
0;highest_prob;700;500;48306,1;18953,1;19445,5;7;1;700;700
0;highest_prob;700;535;52253,8;20611,9;19675,8;8;1;700;700
0;highest_prob;700;503;49581,0;19563,5;19546,6;9;1;700;700
0;highest_prob;700;514;49795,6;19571,8;20017,1;10;1;700;700
0;highest_prob;700;532;52255,8;20639,9;20456,1;11;1;700;700
0;highest_prob;700;535;53700,3;21335,1;20642,5;12;1;700;700
0;highest_sizes;700;362;28917,9;10501,0;11557,5;1;1;700;700
0;highest_sizes;700;376;32765,3;12298,7;12584,0;2;1;700;700
0;highest_sizes;700;404;39450,7;15389,4;15719,4;3;1;700;700
0;highest_sizes;700;475;45756,6;17903,3;17916,5;4;1;700;700
0;highest_sizes;700;514;52553,9;20951,0;19377,4;5;1;700;700
0;highest_sizes;700;485;46124,3;17997,2;18120,0;6;1;700;700
0;highest_sizes;700;508;47981,2;18718,6;19373,9;7;1;700;700
0;highest_sizes;700;511;48372,1;18887,0;18509,0;8;1;700;700
0;highest_sizes;700;508;48121,6;18788,8;19033,3;9;1;700;700
0;highest_sizes;700;518;49357,9;19316,9;19208,1;10;1;700;700
0;highest_sizes;700;506;49170,2;19331,1;19793,4;11;1;700;700
0;highest_sizes;700;531;50264,6;19653,3;19026,7;12;1;700;700
0;highest_profit;700;398;33019,0;12227,5;11775,2;1;1;700;700
0;highest_profit;700;362;32943,1;12513,5;12978,9;2;1;700;700
0;highest_profit;700;427;40536,8;15725,4;15439,1;3;1;700;700
0;highest_profit;700;447;42997,7;16775,8;16806,1;4;1;700;700
0;highest_profit;700;479;45324,0;17651,0;17147,0;5;1;700;700
0;highest_profit;700;467;44636,9;17415,4;18349,7;6;1;700;700
0;highest_profit;700;520;50308,9;19774,4;18808,3;7;1;700;700
0;highest_profit;700;498;48285,2;18960,6;18688,3;8;1;700;700
0;highest_profit;700;515;48534,0;18932,0;18751,8;9;1;700;700
0;highest_profit;700;499;47909,3;18763,7;19280,3;10;1;700;700
0;highest_profit;700;514;49011,3;19179,7;19115,9;11;1;700;700
0;highest_profit;700;526;49862,8;19497,4;19069,9;12;1;700;700
0;last_buyers;700;375;31233,6;11541,8;11383,6;1;1;700;700
0;last_buyers;700;333;29745,2;11175,6;12279,1;2;1;700;700
0;last_buyers;700;418;39900,5;15488,3;15373,3;3;1;700;700
0;last_buyers;700;467;48865,1;19529,6;19713,0;4;1;700;700
0;last_buyers;700;457;46895,7;18634,9;18990,2;5;1;700;700
0;last_buyers;700;475;46697,0;18373,5;18746,8;6;1;700;700
0;last_buyers;700;490;47174,4;18477,2;18952,4;7;1;700;700
0;last_buyers;700;494;47659,7;18683,8;18692,8;8;1;700;700
0;last_buyers;700;498;48159,6;18897,8;18578,9;9;1;700;700
0;last_buyers;700;497;46711,8;18182,9;18465,7;10;1;700;700
0;last_buyers;700;523;49512,1;19349,1;18747,5;11;1;700;700
0;last_buyers;700;500;47295,0;18447,5;18662,4;12;1;700;700
0;no_buyers;700;359;29594,1;10866,1;11551,7;1;1;700;700
0;no_buyers;700;371;31940,5;11931,3;11843,2;2;1;700;700
0;no_buyers;700;412;35596,1;13390,0;13431,7;3;1;700;700
0;no_buyers;700;457;42556,6;16465,3;17095,2;4;1;700;700
0;no_buyers;700;463;43682,9;16974,5;17249,5;5;1;700;700
0;no_buyers;700;492;46066,4;17905,2;17909,7;6;1;700;700
0;no_buyers;700;517;48321,6;18807,8;18241,1;7;1;700;700
0;no_buyers;700;498;47689,1;18662,6;18526,1;8;1;700;700
0;no_buyers;700;509;47731,1;18584,6;18209,9;9;1;700;700
0;no_buyers;700;526;48200,8;18666,4;17960,7;10;1;700;700
0;no_buyers;700;483;43632,1;16769,0;17683,2;11;1;700;700
0;no_buyers;700;499;44680,4;17149,2;17892,1;12;1;700;700
0;random_choice;700;405;33682,0;12496,0;11411,1;1;1;700;700
0;random_choice;700;367;31680,0;11837,0;12310,8;2;1;700;700
0;random_choice;700;433;39375,5;15090,8;14046,0;3;1;700;700
0;random_choice;700;448;39748,5;15142,3;15717,7;4;1;700;700
0;random_choice;700;443;39722,0;15174,0;15664,3;5;1;700;700
0;random_choice;700;465;41839,3;16034,6;15888,6;6;1;700;700
0;random_choice;700;476;42075,8;16053,9;15883,4;7;1;700;700
0;random_choice;700;478;41061,5;15528,7;16034,4;8;1;700;700
0;random_choice;700;483;42535,5;16220,7;15812,4;9;1;700;700
0;random_choice;700;486;42772,0;16312,0;15929,9;10;1;700;700
0;random_choice;700;489;42867,8;16332,9;16085,3;11;1;700;700
0;random_choice;700;498;43661,4;16648,7;16092,3;12;1;700;700
0;c_balanced;500;389;31026,3;11512,1;12011,2;1;1;800;800
0;c_balanced;500;380;30333,3;11246,7;12011,2;2;1;800;800
0;c_balanced;500;432;34400,1;12812,0;12011,2;3;1;800;800
0;c_balanced;500;401;31798,4;11790,2;12011,2;4;1;800;800
0;c_balanced;500;424;33137,4;12252,7;12011,2;5;1;800;800
0;c_balanced;500;406;32399,0;12045,5;12011,2;6;1;800;800
0;c_balanced;500;395;31557,0;11723,5;12011,2;7;1;800;800
0;c_balanced;500;440;35478,8;13279,4;12011,2;8;1;800;800
0;c_balanced;500;406;32298,7;11995,3;12011,2;9;1;800;800
0;c_balanced;500;440;35729,9;13405,0;12011,2;10;1;800;800
0;c_balanced;500;400;32077,4;11938,7;12011,2;11;1;800;800
0;c_balanced;500;400;31809,2;11804,6;12011,2;12;1;800;800
0;c_umkippheuristik;800;388;32315,4;11865,7;11811,5;1;1;800;800
0;c_umkippheuristik;800;360;33900,7;12910,4;13597,2;2;1;800;800
0;c_umkippheuristik;800;491;52377,8;20969,9;19668,1;3;1;800;800
0;c_umkippheuristik;800;520;54620,8;21830,4;21614,1;4;1;800;800
0;c_umkippheuristik;800;544;58021,8;23314,9;22924,7;5;1;800;800
0;c_umkippheuristik;800;580;60342,8;24151,4;23608,6;6;1;800;800
0;c_umkippheuristik;800;593;61086,1;24406,0;23335,8;7;1;800;800
0;c_umkippheuristik;800;568;57425,5;22800,7;23035,3;8;1;800;800
0;c_umkippheuristik;800;587;58975,5;23404,7;23844,6;9;1;800;800
0;c_umkippheuristik;800;610;61690,4;24555,2;23785,2;10;1;800;800
0;c_umkippheuristik;800;576;58086,0;23059,0;23314,9;11;1;800;800
0;c_umkippheuristik;800;601;59903,2;23742,6;23779,9;12;1;800;800
0;q_value_diff_c1;800;380;32013,9;11786,9;11761,0;1;1;800;800
0;q_value_diff_c1;800;396;35866,0;13569,0;13247,9;2;1;800;800
0;q_value_diff_c1;800;464;47039,7;18543,9;17940,0;3;1;800;800
0;q_value_diff_c1;800;524;57267,6;23117,8;23989,5;4;1;800;800
0;q_value_diff_c1;800;554;60715,1;24571,6;23949,1;5;1;800;800
0;q_value_diff_c1;800;545;57574,3;23082,1;23726,9;6;1;800;800
0;q_value_diff_c1;800;587;61356,0;24595,0;24349,5;7;1;800;800
0;q_value_diff_c1;800;568;58504,6;23340,3;23645,0;8;1;800;800
0;q_value_diff_c1;800;610;62943,0;25181,5;24204,6;9;1;800;800
0;q_value_diff_c1;800;590;59839,8;23809,9;23367,4;10;1;800;800
0;q_value_diff_c1;800;604;60929,6;24228,8;23958,3;11;1;800;800
0;q_value_diff_c1;800;587;59088,0;23461,0;23813,4;12;1;800;800
0;q_value_diff_c10000;800;377;31461,1;11537,5;11663,5;1;1;800;800
0;q_value_diff_c10000;800;369;36214,8;13986,4;14557,9;2;1;800;800
0;q_value_diff_c10000;800;410;40162,9;15591,5;15949,0;3;1;800;800
0;q_value_diff_c10000;800;495;51547,2;20518,6;21495,6;4;1;800;800
0;q_value_diff_c10000;800;521;54324,2;21673,1;21613,8;5;1;800;800
0;q_value_diff_c10000;800;544;55447,1;22027,5;21459,8;6;1;800;800
0;q_value_diff_c10000;800;543;54863,1;21744,6;21856,2;7;1;800;800
0;q_value_diff_c10000;800;555;55013,8;21711,9;21791,8;8;1;800;800
0;q_value_diff_c10000;800;551;55106,4;21794,2;22049,9;9;1;800;800
0;q_value_diff_c10000;800;552;54748,9;21606,5;21934,5;10;1;800;800
0;q_value_diff_c10000;800;545;54896,7;21743,4;22091,1;11;1;800;800
0;q_value_diff_c10000;800;600;59376,2;23488,1;21988,2;12;1;800;800
0;q_value_diff_c10;800;374;30999,0;11333,5;11761,0;1;1;800;800
0;q_value_diff_c10;800;377;34303,2;12958,6;13269,5;2;1;800;800
0;q_value_diff_c10;800;445;45314,8;17852,4;18215,4;3;1;800;800
0;q_value_diff_c10;800;528;57425,8;23160,9;23852,2;4;1;800;800
0;q_value_diff_c10;800;529;58093,8;23485,9;23847,0;5;1;800;800
0;q_value_diff_c10;800;590;62162,9;24971,5;23896,1;6;1;800;800
0;q_value_diff_c10;800;577;59384,4;23699,2;23743,3;7;1;800;800
0;q_value_diff_c10;800;575;58759,5;23404,7;23862,8;8;1;800;800
0;q_value_diff_c10;800;593;59699,3;23712,7;23926,2;9;1;800;800
0;q_value_diff_c10;800;601;60785,4;24183,7;23884,2;10;1;800;800
0;q_value_diff_c10;800;583;58940,2;23423,1;23745,6;11;1;800;800
0;q_value_diff_c10;800;590;59921,5;23850,7;23986,7;12;1;800;800
0;q_value_diff_c20;800;374;31920,1;11794,0;11761,0;1;1;800;800
0;q_value_diff_c20;800;381;33694,1;12618,0;13255,1;2;1;800;800
0;q_value_diff_c20;800;450;46574,8;18437,4;18398,4;3;1;800;800
0;q_value_diff_c20;800;556;61069,8;24730,9;24112,5;4;1;800;800
0;q_value_diff_c20;800;567;61142,5;24668,3;23195,7;5;1;800;800
0;q_value_diff_c20;800;582;60661,7;24292,8;23589,0;6;1;800;800
0;q_value_diff_c20;800;579;59802,2;23890,1;23989,5;7;1;800;800
0;q_value_diff_c20;800;581;59950,1;23946,0;24171,1;8;1;800;800
0;q_value_diff_c20;800;605;61583,9;24547,0;24022,5;9;1;800;800
0;q_value_diff_c20;800;589;59444,9;23621,4;23668,5;10;1;800;800
0;q_value_diff_c20;800;607;61207,3;24340,6;23918,0;11;1;800;800
0;q_value_diff_c20;800;610;61122,7;24271,4;23793,9;12;1;800;800
0;q_value_diff_c30;800;381;31832,8;11687,4;11688,4;1;1;800;800
0;q_value_diff_c30;800;388;37684,5;14550,2;14509,2;2;1;800;800
0;q_value_diff_c30;800;445;43522,1;16956,0;16125,0;3;1;800;800
0;q_value_diff_c30;800;494;50920,9;20214,5;21334,0;4;1;800;800
0;q_value_diff_c30;800;491;50646,1;20104,0;21646,8;5;1;800;800
0;q_value_diff_c30;800;549;56769,0;22643,5;22092,5;6;1;800;800
0;q_value_diff_c30;800;522;53192,7;21098,3;21619,1;7;1;800;800
0;q_value_diff_c30;800;548;55041,0;21788,5;21709,0;8;1;800;800
0;q_value_diff_c30;800;572;57114,7;22609,3;22083,7;9;1;800;800
0;q_value_diff_c30;800;551;54836,9;21659,5;21620,8;10;1;800;800
0;q_value_diff_c30;800;551;53828,9;21155,4;21783,7;11;1;800;800
0;q_value_diff_c30;800;545;54104,3;21347,1;22063,8;12;1;800;800
0;q_value_diff_c40;800;389;32868,6;12133,3;11663,5;1;1;800;800
0;q_value_diff_c40;800;360;34921,7;13420,9;14473,0;2;1;800;800
0;q_value_diff_c40;800;441;43823,9;17142,9;16049,7;3;1;800;800
0;q_value_diff_c40;800;529;55102,5;21990,2;21395,3;4;1;800;800
0;q_value_diff_c40;800;520;54191,0;21615,5;21653,4;5;1;800;800
0;q_value_diff_c40;800;552;55438,6;21951,3;21674,2;6;1;800;800
0;q_value_diff_c40;800;561;56020,6;22161,3;21918,6;7;1;800;800
0;q_value_diff_c40;800;531;53127,2;20984,6;21747,3;8;1;800;800
0;q_value_diff_c40;800;563;55642,2;21954,1;22073,8;9;1;800;800
0;q_value_diff_c40;800;558;55162,1;21759,1;21675,7;10;1;800;800
0;q_value_diff_c40;800;559;55581,7;21959,8;21993,8;11;1;800;800
0;q_value_diff_c40;800;569;55771,1;21964,5;21888,4;12;1;800;800
0;q_value_diff_c50;800;368;30897,2;11336,6;11663,5;1;1;800;800
0;q_value_diff_c50;800;395;38704,3;14997,1;14531,0;2;1;800;800
0;q_value_diff_c50;800;417;39936,6;15415,3;15897,8;3;1;800;800
0;q_value_diff_c50;800;534;55528,5;22158,3;21708,9;4;1;800;800
0;q_value_diff_c50;800;522;54088,5;21546,2;21621,0;5;1;800;800
0;q_value_diff_c50;800;547;55062,9;21808,4;21471,4;6;1;800;800
0;q_value_diff_c50;800;525;51823,0;20386,5;21790,9;7;1;800;800
0;q_value_diff_c50;800;571;56305,5;22213,8;22015,7;8;1;800;800
0;q_value_diff_c50;800;546;54095,0;21333,5;21717,0;9;1;800;800
0;q_value_diff_c50;800;557;55401,3;21887,6;21925,2;10;1;800;800
0;q_value_diff_c50;800;549;53859,4;21188,7;21988,5;11;1;800;800
0;q_value_diff_c50;800;561;54776,1;21539,0;21908,2;12;1;800;800
0;linear_problem;800;374;32283,3;11975,6;12119,9;1;1;800;800
0;linear_problem;800;390;33692,6;12536,3;12005,1;2;1;800;800
0;linear_problem;800;404;36000,9;13564,4;13983,9;3;1;800;800
0;linear_problem;800;475;44294,1;17072,1;18331,9;4;1;800;800
0;linear_problem;800;514;48736,9;18942,5;18340,7;5;1;800;800
0;linear_problem;800;511;48541,2;18871,6;18626,7;6;1;800;800
0;linear_problem;800;556;50129,5;19260,7;18315,8;7;1;800;800
0;linear_problem;800;537;47856,1;18295,0;18337,3;8;1;800;800
0;linear_problem;800;555;48323,3;18366,7;18218,6;9;1;800;800
0;linear_problem;800;538;47293,7;18004,8;18357,3;10;1;800;800
0;linear_problem;800;548;47948,6;18242,3;18075,8;11;1;800;800
0;linear_problem;800;538;47705,3;18210,6;18303,6;12;1;800;800
0;highest_prob;800;393;32723,4;12024,7;11785,4;1;1;800;800
0;highest_prob;800;365;33475,2;12652,6;13013,1;2;1;800;800
0;highest_prob;800;449;43753,0;17035,5;16426,5;3;1;800;800
0;highest_prob;800;523;51864,0;20425,0;19973,9;4;1;800;800
0;highest_prob;800;497;48823,3;19138,6;19234,9;5;1;800;800
0;highest_prob;800;556;55006,9;21699,5;21131,7;6;1;800;800
0;highest_prob;800;536;53329,7;21040,8;21622,2;7;1;800;800
0;highest_prob;800;563;55280,3;21773,2;21555,7;8;1;800;800
0;highest_prob;800;583;57545,4;22725,7;22320,9;9;1;800;800
0;highest_prob;800;582;56895,5;22409,8;22034,0;10;1;800;800
0;highest_prob;800;595;58633,1;23161,6;22577,9;11;1;800;800
0;highest_prob;800;579;56748,2;22363,1;22797,2;12;1;800;800
0;highest_sizes;800;360;29878,1;10899,1;11594,7;1;1;800;800
0;highest_sizes;800;371;33977,7;12849,8;13247,8;2;1;800;800
0;highest_sizes;800;442;42656,6;16550,3;16250,5;3;1;800;800
0;highest_sizes;800;517;52507,8;20800,9;20892,6;4;1;800;800
0;highest_sizes;800;549;58034,7;23276,4;22344,3;5;1;800;800
0;highest_sizes;800;555;55725,5;22067,7;21560,8;6;1;800;800
0;highest_sizes;800;576;58231,8;23131,9;22343,3;7;1;800;800
0;highest_sizes;800;550;54049,4;21274,7;22159,9;8;1;800;800
0;highest_sizes;800;582;57831,5;22877,7;22700,9;9;1;800;800
0;highest_sizes;800;561;55312,9;21807,5;22014,2;10;1;800;800
0;highest_sizes;800;574;56605,3;22336,7;22524,9;11;1;800;800
0;highest_sizes;800;588;59754,7;23785,3;23279,6;12;1;800;800
0;highest_profit;800;392;32454,0;11899,0;11749,1;1;1;800;800
0;highest_profit;800;384;35057,8;13272,9;13210,1;2;1;800;800
0;highest_profit;800;448;43556,8;16946,4;16956,3;3;1;800;800
0;highest_profit;800;498;49853,3;19644,6;19813,4;4;1;800;800
0;highest_profit;800;513;51342,4;20254,2;20231,2;5;1;800;800
0;highest_profit;800;546;54877,6;21724,8;21627,0;6;1;800;800
0;highest_profit;800;545;53747,8;21168,9;21505,4;7;1;800;800
0;highest_profit;800;543;53275,0;20950,5;21545,4;8;1;800;800
0;highest_profit;800;583;57346,8;22626,4;22156,2;9;1;800;800
0;highest_profit;800;535;52728,5;20749,3;21712,2;10;1;800;800
0;highest_profit;800;599;59095,3;23356,6;22221,9;11;1;800;800
0;highest_profit;800;577;56620,1;22317,0;21977,2;12;1;800;800
0;last_buyers;800;376;30954,6;11293,3;11483,8;1;1;800;800
0;last_buyers;800;402;36217,1;13690,5;12490,9;2;1;800;800
0;last_buyers;800;445;43018,9;16704,5;16130,9;3;1;800;800
0;last_buyers;800;512;54491,8;21837,9;22330,5;4;1;800;800
0;last_buyers;800;512;53724,2;21454,1;22299,0;5;1;800;800
0;last_buyers;800;563;57736,5;23001,2;22304,6;6;1;800;800
0;last_buyers;800;560;56543,8;22431,9;21877,6;7;1;800;800
0;last_buyers;800;548;54133,7;21334,9;21783,4;8;1;800;800
0;last_buyers;800;574;56052,9;22060,4;22440,5;9;1;800;800
0;last_buyers;800;590;57708,0;22744,0;21865,7;10;1;800;800
0;last_buyers;800;584;56996,9;22442,4;21670,1;11;1;800;800
0;last_buyers;800;594;57172,0;22440,0;21411,8;12;1;800;800
0;no_buyers;800;381;32275,5;11908,7;11600,1;1;1;800;800
0;no_buyers;800;357;32380,3;12177,2;12169,7;2;1;800;800
